"","ID","donor","timepoint","cytokine","N_mature_nucleus","N_mature_cytoplasm","N_mature_total","N_nascent_Ts_1","N_nascent_Ts_2","N_nascent_total"
"11354","D2_6HCD3CD28_01_Cell_CP_56_TNF","D2","6","TNF",0,1,1,0,0,0
"11355","D2_6HCD3CD28_01_Cell_CP_57_IFN","D2","6","IFN",16,8,24,3,0,3
"11356","D2_6HCD3CD28_01_Cell_CP_57_TNF","D2","6","TNF",2,1,3,0,0,0
"11359","D2_6HCD3CD28_01_Cell_CP_60_IFN","D2","6","IFN",2,3,5,0,0,0
"11360","D2_6HCD3CD28_01_Cell_CP_60_TNF","D2","6","TNF",0,1,1,0,0,0
"11361","D2_6HCD3CD28_01_Cell_CP_61_IFN","D2","6","IFN",3,2,5,0,0,0
"11362","D2_6HCD3CD28_01_Cell_CP_61_TNF","D2","6","TNF",1,1,2,0,0,0
"11363","D2_6HCD3CD28_01_Cell_CP_62_IFN","D2","6","IFN",2,0,2,0,0,0
"11365","D2_6HCD3CD28_01_Cell_CP_63_IFN","D2","6","IFN",2,0,2,0,0,0
"11367","D2_6HCD3CD28_01_Cell_CP_64_IFN","D2","6","IFN",1,2,3,0,0,0
"11368","D2_6HCD3CD28_01_Cell_CP_64_TNF","D2","6","TNF",1,1,2,0,0,0
"11369","D2_6HCD3CD28_01_Cell_CP_65_IFN","D2","6","IFN",3,1,4,0,0,0
"11370","D2_6HCD3CD28_01_Cell_CP_65_TNF","D2","6","TNF",1,0,1,0,0,0
"11371","D2_6HCD3CD28_01_Cell_CP_66_IFN","D2","6","IFN",1,0,1,0,0,0
"11373","D2_6HCD3CD28_01_Cell_CP_67_IFN","D2","6","IFN",2,1,3,3,0,3
"11374","D2_6HCD3CD28_01_Cell_CP_67_TNF","D2","6","TNF",5,5,10,0,0,0
"11375","D2_6HCD3CD28_01_Cell_CP_68_IFN","D2","6","IFN",4,2,6,0,0,0
"11376","D2_6HCD3CD28_01_Cell_CP_68_TNF","D2","6","TNF",2,0,2,0,0,0
"11377","D2_6HCD3CD28_01_Cell_CP_70_IFN","D2","6","IFN",1,1,2,0,0,0
"11378","D2_6HCD3CD28_01_Cell_CP_70_TNF","D2","6","TNF",1,7,8,0,0,0
"11381","D2_6HCD3CD28_01_Cell_CP_72_IFN","D2","6","IFN",3,7,10,0,0,0
"11382","D2_6HCD3CD28_01_Cell_CP_72_TNF","D2","6","TNF",3,2,5,0,0,0
"11383","D2_6HCD3CD28_01_Cell_CP_73_IFN","D2","6","IFN",6,5,11,0,0,0
"11384","D2_6HCD3CD28_01_Cell_CP_73_TNF","D2","6","TNF",3,2,5,0,0,0
"11385","D2_6HCD3CD28_01_Cell_CP_74_IFN","D2","6","IFN",1,0,1,0,0,0
"11387","D2_6HCD3CD28_01_Cell_CP_75_IFN","D2","6","IFN",2,0,2,0,0,0
"11388","D2_6HCD3CD28_01_Cell_CP_75_TNF","D2","6","TNF",1,1,2,0,0,0
"11389","D2_6HCD3CD28_01_Cell_CP_76_IFN","D2","6","IFN",7,4,11,0,0,0
"11390","D2_6HCD3CD28_01_Cell_CP_76_TNF","D2","6","TNF",3,4,7,0,0,0
"11391","D2_6HCD3CD28_01_Cell_CP_77_IFN","D2","6","IFN",3,0,3,0,0,0
"11393","D2_6HCD3CD28_01_Cell_CP_78_IFN","D2","6","IFN",27,15,42,3,0,3
"11394","D2_6HCD3CD28_01_Cell_CP_78_TNF","D2","6","TNF",2,1,3,0,0,0
"11395","D2_6HCD3CD28_01_Cell_CP_8_IFN","D2","6","IFN",0,1,1,0,0,0
"11397","D2_6HCD3CD28_01_Cell_CP_82_IFN","D2","6","IFN",78,28,106,0,4,4
"11398","D2_6HCD3CD28_01_Cell_CP_82_TNF","D2","6","TNF",4,3,7,0,0,0
"11399","D2_6HCD3CD28_01_Cell_CP_83_IFN","D2","6","IFN",6,1,7,0,0,0
"11401","D2_6HCD3CD28_01_Cell_CP_84_IFN","D2","6","IFN",4,1,5,0,0,0
"11402","D2_6HCD3CD28_01_Cell_CP_84_TNF","D2","6","TNF",1,0,1,0,0,0
"11403","D2_6HCD3CD28_01_Cell_CP_85_IFN","D2","6","IFN",3,1,4,0,0,0
"11404","D2_6HCD3CD28_01_Cell_CP_85_TNF","D2","6","TNF",6,4,10,0,0,0
"11405","D2_6HCD3CD28_01_Cell_CP_86_IFN","D2","6","IFN",12,8,20,0,0,0
"11407","D2_6HCD3CD28_01_Cell_CP_87_IFN","D2","6","IFN",3,1,4,0,0,0
"11409","D2_6HCD3CD28_01_Cell_CP_88_IFN","D2","6","IFN",3,2,5,5,0,5
"11410","D2_6HCD3CD28_01_Cell_CP_88_TNF","D2","6","TNF",1,1,2,0,0,0
"11411","D2_6HCD3CD28_01_Cell_CP_89_IFN","D2","6","IFN",1,0,1,0,0,0
"11412","D2_6HCD3CD28_01_Cell_CP_89_TNF","D2","6","TNF",4,1,5,0,0,0
"11413","D2_6HCD3CD28_01_Cell_CP_9_IFN","D2","6","IFN",0,1,1,0,0,0
"11414","D2_6HCD3CD28_01_Cell_CP_9_TNF","D2","6","TNF",7,6,13,0,0,0
"11416","D2_6HCD3CD28_01_Cell_CP_90_TNF","D2","6","TNF",14,42,56,5,4,9
"11417","D2_6HCD3CD28_01_Cell_CP_91_IFN","D2","6","IFN",1,0,1,0,0,0
"11418","D2_6HCD3CD28_01_Cell_CP_91_TNF","D2","6","TNF",0,1,1,0,0,0
"11419","D2_6HCD3CD28_01_Cell_CP_94_IFN","D2","6","IFN",10,3,13,0,0,0
"11420","D2_6HCD3CD28_01_Cell_CP_94_TNF","D2","6","TNF",2,0,2,0,0,0
"11421","D2_6HCD3CD28_01_Cell_CP_95_IFN","D2","6","IFN",4,0,4,0,0,0
"11422","D2_6HCD3CD28_01_Cell_CP_95_TNF","D2","6","TNF",1,1,2,0,0,0
"11423","D2_6HCD3CD28_01_Cell_CP_96_IFN","D2","6","IFN",1,2,3,0,0,0
"11425","D2_6HCD3CD28_01_Cell_CP_97_IFN","D2","6","IFN",12,0,12,0,0,0
"11427","D2_6HCD3CD28_01_Cell_CP_98_IFN","D2","6","IFN",0,3,3,0,0,0
"11429","D2_6HCD3CD28_01_Cell_CP_99_IFN","D2","6","IFN",1,3,4,0,0,0
"11430","D2_6HCD3CD28_01_Cell_CP_99_TNF","D2","6","TNF",4,5,9,0,0,0
"11432","D2_6HCD3CD28_02_Cell_CP_10_TNF","D2","6","TNF",4,1,5,0,0,0
"11435","D2_6HCD3CD28_02_Cell_CP_101_IFN","D2","6","IFN",1,1,2,0,0,0
"11436","D2_6HCD3CD28_02_Cell_CP_101_TNF","D2","6","TNF",0,1,1,0,0,0
"11437","D2_6HCD3CD28_02_Cell_CP_102_IFN","D2","6","IFN",4,5,9,0,0,0
"11438","D2_6HCD3CD28_02_Cell_CP_102_TNF","D2","6","TNF",1,3,4,0,0,0
"11439","D2_6HCD3CD28_02_Cell_CP_103_IFN","D2","6","IFN",1,2,3,0,0,0
"11441","D2_6HCD3CD28_02_Cell_CP_104_IFN","D2","6","IFN",49,24,73,0,3,3
"11442","D2_6HCD3CD28_02_Cell_CP_104_TNF","D2","6","TNF",2,1,3,0,0,0
"11443","D2_6HCD3CD28_02_Cell_CP_106_IFN","D2","6","IFN",4,2,6,0,0,0
"11444","D2_6HCD3CD28_02_Cell_CP_106_TNF","D2","6","TNF",3,2,5,0,0,0
"11445","D2_6HCD3CD28_02_Cell_CP_107_IFN","D2","6","IFN",4,1,5,0,0,0
"11447","D2_6HCD3CD28_02_Cell_CP_108_IFN","D2","6","IFN",1,0,1,0,0,0
"11449","D2_6HCD3CD28_02_Cell_CP_109_IFN","D2","6","IFN",0,1,1,0,0,0
"11450","D2_6HCD3CD28_02_Cell_CP_109_TNF","D2","6","TNF",1,0,1,0,0,0
"11453","D2_6HCD3CD28_02_Cell_CP_112_IFN","D2","6","IFN",2,5,7,0,0,0
"11454","D2_6HCD3CD28_02_Cell_CP_112_TNF","D2","6","TNF",0,2,2,0,0,0
"11455","D2_6HCD3CD28_02_Cell_CP_113_IFN","D2","6","IFN",2,1,3,0,0,0
"11456","D2_6HCD3CD28_02_Cell_CP_113_TNF","D2","6","TNF",0,1,1,0,0,0
"11457","D2_6HCD3CD28_02_Cell_CP_114_IFN","D2","6","IFN",11,12,23,0,0,0
"11459","D2_6HCD3CD28_02_Cell_CP_115_IFN","D2","6","IFN",1,0,1,0,0,0
"11460","D2_6HCD3CD28_02_Cell_CP_115_TNF","D2","6","TNF",2,1,3,0,0,0
"11461","D2_6HCD3CD28_02_Cell_CP_116_IFN","D2","6","IFN",5,13,18,0,0,0
"11462","D2_6HCD3CD28_02_Cell_CP_116_TNF","D2","6","TNF",1,1,2,0,0,0
"11463","D2_6HCD3CD28_02_Cell_CP_117_IFN","D2","6","IFN",7,6,13,0,0,0
"11464","D2_6HCD3CD28_02_Cell_CP_117_TNF","D2","6","TNF",5,1,6,0,0,0
"11465","D2_6HCD3CD28_02_Cell_CP_118_IFN","D2","6","IFN",1,0,1,0,0,0
"11467","D2_6HCD3CD28_02_Cell_CP_119_IFN","D2","6","IFN",4,0,4,0,0,0
"11468","D2_6HCD3CD28_02_Cell_CP_119_TNF","D2","6","TNF",3,1,4,0,0,0
"11472","D2_6HCD3CD28_02_Cell_CP_120_TNF","D2","6","TNF",40,8,48,0,0,0
"11473","D2_6HCD3CD28_02_Cell_CP_121_IFN","D2","6","IFN",4,7,11,0,0,0
"11475","D2_6HCD3CD28_02_Cell_CP_123_IFN","D2","6","IFN",0,1,1,0,0,0
"11477","D2_6HCD3CD28_02_Cell_CP_125_IFN","D2","6","IFN",2,1,3,0,0,0
"11481","D2_6HCD3CD28_02_Cell_CP_13_IFN","D2","6","IFN",3,5,8,0,0,0
"11482","D2_6HCD3CD28_02_Cell_CP_13_TNF","D2","6","TNF",1,3,4,0,0,0
"11485","D2_6HCD3CD28_02_Cell_CP_15_IFN","D2","6","IFN",1,0,1,0,0,0
"11486","D2_6HCD3CD28_02_Cell_CP_15_TNF","D2","6","TNF",1,0,1,0,0,0
"11487","D2_6HCD3CD28_02_Cell_CP_16_IFN","D2","6","IFN",0,2,2,0,0,0
"11488","D2_6HCD3CD28_02_Cell_CP_16_TNF","D2","6","TNF",0,1,1,0,0,0
"11489","D2_6HCD3CD28_02_Cell_CP_17_IFN","D2","6","IFN",16,17,33,0,0,0
"11490","D2_6HCD3CD28_02_Cell_CP_17_TNF","D2","6","TNF",5,0,5,0,0,0
"11491","D2_6HCD3CD28_02_Cell_CP_19_IFN","D2","6","IFN",2,0,2,0,0,0
"11492","D2_6HCD3CD28_02_Cell_CP_19_TNF","D2","6","TNF",1,0,1,0,0,0
"11493","D2_6HCD3CD28_02_Cell_CP_20_IFN","D2","6","IFN",0,3,3,0,0,0
"11497","D2_6HCD3CD28_02_Cell_CP_22_IFN","D2","6","IFN",1,0,1,0,0,0
"11499","D2_6HCD3CD28_02_Cell_CP_23_IFN","D2","6","IFN",1,1,2,0,0,0
"11502","D2_6HCD3CD28_02_Cell_CP_24_TNF","D2","6","TNF",1,0,1,0,0,0
"11503","D2_6HCD3CD28_02_Cell_CP_25_IFN","D2","6","IFN",3,0,3,0,0,0
"11504","D2_6HCD3CD28_02_Cell_CP_25_TNF","D2","6","TNF",5,0,5,0,0,0
"11505","D2_6HCD3CD28_02_Cell_CP_26_IFN","D2","6","IFN",0,2,2,0,0,0
"11509","D2_6HCD3CD28_02_Cell_CP_28_IFN","D2","6","IFN",0,2,2,0,0,0
"11510","D2_6HCD3CD28_02_Cell_CP_28_TNF","D2","6","TNF",1,6,7,0,0,0
"11511","D2_6HCD3CD28_02_Cell_CP_29_IFN","D2","6","IFN",0,2,2,0,0,0
"11512","D2_6HCD3CD28_02_Cell_CP_29_TNF","D2","6","TNF",0,1,1,0,0,0
"11513","D2_6HCD3CD28_02_Cell_CP_31_IFN","D2","6","IFN",3,0,3,0,0,0
"11514","D2_6HCD3CD28_02_Cell_CP_31_TNF","D2","6","TNF",2,1,3,0,0,0
"11515","D2_6HCD3CD28_02_Cell_CP_33_IFN","D2","6","IFN",9,11,20,0,0,0
"11516","D2_6HCD3CD28_02_Cell_CP_33_TNF","D2","6","TNF",2,7,9,0,0,0
"11517","D2_6HCD3CD28_02_Cell_CP_34_IFN","D2","6","IFN",1,0,1,0,0,0
"11518","D2_6HCD3CD28_02_Cell_CP_34_TNF","D2","6","TNF",1,2,3,0,0,0
"11519","D2_6HCD3CD28_02_Cell_CP_35_IFN","D2","6","IFN",3,1,4,0,0,0
"11521","D2_6HCD3CD28_02_Cell_CP_36_IFN","D2","6","IFN",0,1,1,0,0,0
"11523","D2_6HCD3CD28_02_Cell_CP_37_IFN","D2","6","IFN",11,11,22,0,0,0
"11524","D2_6HCD3CD28_02_Cell_CP_37_TNF","D2","6","TNF",5,6,11,0,0,0
"11525","D2_6HCD3CD28_02_Cell_CP_38_IFN","D2","6","IFN",3,2,5,0,0,0
"11526","D2_6HCD3CD28_02_Cell_CP_38_TNF","D2","6","TNF",4,7,11,0,0,0
"11527","D2_6HCD3CD28_02_Cell_CP_39_IFN","D2","6","IFN",2,5,7,0,0,0
"11529","D2_6HCD3CD28_02_Cell_CP_41_IFN","D2","6","IFN",3,1,4,0,0,0
"11530","D2_6HCD3CD28_02_Cell_CP_41_TNF","D2","6","TNF",1,0,1,0,0,0
"11531","D2_6HCD3CD28_02_Cell_CP_43_IFN","D2","6","IFN",5,2,7,0,0,0
"11533","D2_6HCD3CD28_02_Cell_CP_44_IFN","D2","6","IFN",31,12,43,0,0,0
"11534","D2_6HCD3CD28_02_Cell_CP_44_TNF","D2","6","TNF",2,2,4,0,0,0
"11535","D2_6HCD3CD28_02_Cell_CP_45_IFN","D2","6","IFN",0,1,1,0,0,0
"11536","D2_6HCD3CD28_02_Cell_CP_45_TNF","D2","6","TNF",1,1,2,0,0,0
"11537","D2_6HCD3CD28_02_Cell_CP_46_IFN","D2","6","IFN",36,20,56,5,4,9
"11538","D2_6HCD3CD28_02_Cell_CP_46_TNF","D2","6","TNF",30,32,62,4,4,8
"11539","D2_6HCD3CD28_02_Cell_CP_48_IFN","D2","6","IFN",1,2,3,0,0,0
"11540","D2_6HCD3CD28_02_Cell_CP_48_TNF","D2","6","TNF",0,1,1,0,0,0
"11541","D2_6HCD3CD28_02_Cell_CP_49_IFN","D2","6","IFN",1,0,1,0,0,0
"11543","D2_6HCD3CD28_02_Cell_CP_5_IFN","D2","6","IFN",2,0,2,0,0,0
"11545","D2_6HCD3CD28_02_Cell_CP_50_IFN","D2","6","IFN",4,0,4,0,0,0
"11546","D2_6HCD3CD28_02_Cell_CP_50_TNF","D2","6","TNF",1,0,1,0,0,0
"11547","D2_6HCD3CD28_02_Cell_CP_51_IFN","D2","6","IFN",16,7,23,0,0,0
"11548","D2_6HCD3CD28_02_Cell_CP_51_TNF","D2","6","TNF",3,0,3,0,0,0
"11549","D2_6HCD3CD28_02_Cell_CP_52_IFN","D2","6","IFN",3,0,3,0,0,0
"11550","D2_6HCD3CD28_02_Cell_CP_52_TNF","D2","6","TNF",5,3,8,0,0,0
"11551","D2_6HCD3CD28_02_Cell_CP_53_IFN","D2","6","IFN",4,3,7,0,0,0
"11552","D2_6HCD3CD28_02_Cell_CP_53_TNF","D2","6","TNF",1,1,2,0,0,0
"11553","D2_6HCD3CD28_02_Cell_CP_54_IFN","D2","6","IFN",0,1,1,0,0,0
"11555","D2_6HCD3CD28_02_Cell_CP_55_IFN","D2","6","IFN",2,4,6,0,0,0
"11557","D2_6HCD3CD28_02_Cell_CP_56_IFN","D2","6","IFN",0,2,2,0,0,0
"11558","D2_6HCD3CD28_02_Cell_CP_56_TNF","D2","6","TNF",0,1,1,0,0,0
"11559","D2_6HCD3CD28_02_Cell_CP_57_IFN","D2","6","IFN",9,7,16,0,0,0
"11560","D2_6HCD3CD28_02_Cell_CP_57_TNF","D2","6","TNF",0,2,2,0,0,0
"11561","D2_6HCD3CD28_02_Cell_CP_58_IFN","D2","6","IFN",0,1,1,0,0,0
"11562","D2_6HCD3CD28_02_Cell_CP_58_TNF","D2","6","TNF",11,11,22,0,0,0
"11563","D2_6HCD3CD28_02_Cell_CP_59_IFN","D2","6","IFN",2,1,3,0,0,0
"11564","D2_6HCD3CD28_02_Cell_CP_59_TNF","D2","6","TNF",1,0,1,0,0,0
"11565","D2_6HCD3CD28_02_Cell_CP_6_IFN","D2","6","IFN",0,1,1,0,0,0
"11567","D2_6HCD3CD28_02_Cell_CP_61_IFN","D2","6","IFN",1,5,6,0,0,0
"11568","D2_6HCD3CD28_02_Cell_CP_61_TNF","D2","6","TNF",0,1,1,0,0,0
"11569","D2_6HCD3CD28_02_Cell_CP_62_IFN","D2","6","IFN",10,5,15,0,0,0
"11571","D2_6HCD3CD28_02_Cell_CP_63_IFN","D2","6","IFN",1,1,2,0,0,0
"11572","D2_6HCD3CD28_02_Cell_CP_63_TNF","D2","6","TNF",1,1,2,0,0,0
"11576","D2_6HCD3CD28_02_Cell_CP_65_TNF","D2","6","TNF",3,1,4,0,0,0
"11577","D2_6HCD3CD28_02_Cell_CP_66_IFN","D2","6","IFN",2,0,2,0,0,0
"11578","D2_6HCD3CD28_02_Cell_CP_66_TNF","D2","6","TNF",1,0,1,0,0,0
"11579","D2_6HCD3CD28_02_Cell_CP_67_IFN","D2","6","IFN",1,0,1,0,0,0
"11581","D2_6HCD3CD28_02_Cell_CP_68_IFN","D2","6","IFN",0,3,3,0,0,0
"11582","D2_6HCD3CD28_02_Cell_CP_68_TNF","D2","6","TNF",2,22,24,0,0,0
"11583","D2_6HCD3CD28_02_Cell_CP_69_IFN","D2","6","IFN",7,8,15,0,0,0
"11584","D2_6HCD3CD28_02_Cell_CP_69_TNF","D2","6","TNF",1,3,4,0,0,0
"11585","D2_6HCD3CD28_02_Cell_CP_7_IFN","D2","6","IFN",6,2,8,0,0,0
"11587","D2_6HCD3CD28_02_Cell_CP_71_IFN","D2","6","IFN",0,1,1,0,0,0
"11589","D2_6HCD3CD28_02_Cell_CP_72_IFN","D2","6","IFN",0,1,1,0,0,0
"11590","D2_6HCD3CD28_02_Cell_CP_72_TNF","D2","6","TNF",1,2,3,0,0,0
"11591","D2_6HCD3CD28_02_Cell_CP_73_IFN","D2","6","IFN",2,0,2,0,0,0
"11592","D2_6HCD3CD28_02_Cell_CP_73_TNF","D2","6","TNF",0,1,1,0,0,0
"11593","D2_6HCD3CD28_02_Cell_CP_74_IFN","D2","6","IFN",2,1,3,0,0,0
"11594","D2_6HCD3CD28_02_Cell_CP_74_TNF","D2","6","TNF",0,1,1,0,0,0
"11595","D2_6HCD3CD28_02_Cell_CP_75_IFN","D2","6","IFN",2,0,2,0,0,0
"11597","D2_6HCD3CD28_02_Cell_CP_76_IFN","D2","6","IFN",3,1,4,4,0,4
"11599","D2_6HCD3CD28_02_Cell_CP_77_IFN","D2","6","IFN",2,5,7,0,0,0
"11601","D2_6HCD3CD28_02_Cell_CP_78_IFN","D2","6","IFN",3,0,3,0,0,0
"11603","D2_6HCD3CD28_02_Cell_CP_79_IFN","D2","6","IFN",6,3,9,0,0,0
"11604","D2_6HCD3CD28_02_Cell_CP_79_TNF","D2","6","TNF",1,0,1,0,0,0
"11607","D2_6HCD3CD28_02_Cell_CP_80_IFN","D2","6","IFN",0,2,2,0,0,0
"11609","D2_6HCD3CD28_02_Cell_CP_81_IFN","D2","6","IFN",0,1,1,0,0,0
"11610","D2_6HCD3CD28_02_Cell_CP_81_TNF","D2","6","TNF",1,0,1,0,0,0
"11611","D2_6HCD3CD28_02_Cell_CP_82_IFN","D2","6","IFN",1,0,1,0,0,0
"11612","D2_6HCD3CD28_02_Cell_CP_82_TNF","D2","6","TNF",6,1,7,0,0,0
"11615","D2_6HCD3CD28_02_Cell_CP_84_IFN","D2","6","IFN",6,3,9,0,0,0
"11616","D2_6HCD3CD28_02_Cell_CP_84_TNF","D2","6","TNF",2,3,5,0,0,0
"11617","D2_6HCD3CD28_02_Cell_CP_85_IFN","D2","6","IFN",4,2,6,0,0,0
"11618","D2_6HCD3CD28_02_Cell_CP_85_TNF","D2","6","TNF",2,1,3,0,0,0
"11619","D2_6HCD3CD28_02_Cell_CP_86_IFN","D2","6","IFN",0,2,2,0,0,0
"11621","D2_6HCD3CD28_02_Cell_CP_87_IFN","D2","6","IFN",3,1,4,0,0,0
"11625","D2_6HCD3CD28_02_Cell_CP_89_IFN","D2","6","IFN",2,0,2,0,0,0
"11631","D2_6HCD3CD28_02_Cell_CP_91_IFN","D2","6","IFN",29,3,32,0,0,0
"11632","D2_6HCD3CD28_02_Cell_CP_91_TNF","D2","6","TNF",6,4,10,0,0,0
"11633","D2_6HCD3CD28_02_Cell_CP_92_IFN","D2","6","IFN",2,3,5,0,0,0
"11634","D2_6HCD3CD28_02_Cell_CP_92_TNF","D2","6","TNF",1,0,1,0,0,0
"11635","D2_6HCD3CD28_02_Cell_CP_93_IFN","D2","6","IFN",6,3,9,0,0,0
"11636","D2_6HCD3CD28_02_Cell_CP_93_TNF","D2","6","TNF",3,3,6,0,0,0
"11637","D2_6HCD3CD28_02_Cell_CP_96_IFN","D2","6","IFN",5,2,7,0,0,0
"11639","D2_6HCD3CD28_02_Cell_CP_97_IFN","D2","6","IFN",1,0,1,0,0,0
"11642","D2_6HCD3CD28_02_Cell_CP_98_TNF","D2","6","TNF",3,0,3,0,0,0
"11643","D2_6HCD3CD28_02_Cell_CP_99_IFN","D2","6","IFN",1,2,3,0,0,0
"11645","D2_6HCD3CD28_03_Cell_CP_10_IFN","D2","6","IFN",0,3,3,0,0,0
"11647","D2_6HCD3CD28_03_Cell_CP_100_IFN","D2","6","IFN",2,9,11,0,0,0
"11648","D2_6HCD3CD28_03_Cell_CP_100_TNF","D2","6","TNF",3,3,6,0,0,0
"11649","D2_6HCD3CD28_03_Cell_CP_101_IFN","D2","6","IFN",0,1,1,0,0,0
"11652","D2_6HCD3CD28_03_Cell_CP_102_TNF","D2","6","TNF",2,1,3,0,0,0
"11653","D2_6HCD3CD28_03_Cell_CP_103_IFN","D2","6","IFN",0,1,1,0,0,0
"11655","D2_6HCD3CD28_03_Cell_CP_104_IFN","D2","6","IFN",5,7,12,0,0,0
"11657","D2_6HCD3CD28_03_Cell_CP_105_IFN","D2","6","IFN",5,9,14,0,0,0
"11658","D2_6HCD3CD28_03_Cell_CP_105_TNF","D2","6","TNF",5,1,6,0,0,0
"11659","D2_6HCD3CD28_03_Cell_CP_106_IFN","D2","6","IFN",0,1,1,0,0,0
"11661","D2_6HCD3CD28_03_Cell_CP_107_IFN","D2","6","IFN",19,5,24,0,0,0
"11662","D2_6HCD3CD28_03_Cell_CP_107_TNF","D2","6","TNF",0,1,1,0,0,0
"11663","D2_6HCD3CD28_03_Cell_CP_108_IFN","D2","6","IFN",0,1,1,0,0,0
"11664","D2_6HCD3CD28_03_Cell_CP_108_TNF","D2","6","TNF",1,0,1,0,0,0
"11665","D2_6HCD3CD28_03_Cell_CP_109_IFN","D2","6","IFN",9,5,14,0,0,0
"11666","D2_6HCD3CD28_03_Cell_CP_109_TNF","D2","6","TNF",0,2,2,0,0,0
"11667","D2_6HCD3CD28_03_Cell_CP_11_IFN","D2","6","IFN",0,1,1,0,0,0
"11669","D2_6HCD3CD28_03_Cell_CP_110_IFN","D2","6","IFN",4,6,10,0,0,0
"11670","D2_6HCD3CD28_03_Cell_CP_110_TNF","D2","6","TNF",2,2,4,0,0,0
"11671","D2_6HCD3CD28_03_Cell_CP_111_IFN","D2","6","IFN",7,6,13,0,0,0
"11672","D2_6HCD3CD28_03_Cell_CP_111_TNF","D2","6","TNF",4,1,5,0,0,0
"11673","D2_6HCD3CD28_03_Cell_CP_112_IFN","D2","6","IFN",2,1,3,0,0,0
"11674","D2_6HCD3CD28_03_Cell_CP_112_TNF","D2","6","TNF",10,3,13,0,0,0
"11675","D2_6HCD3CD28_03_Cell_CP_113_IFN","D2","6","IFN",1,1,2,0,0,0
"11676","D2_6HCD3CD28_03_Cell_CP_113_TNF","D2","6","TNF",2,8,10,0,0,0
"11677","D2_6HCD3CD28_03_Cell_CP_114_IFN","D2","6","IFN",6,3,9,3,0,3
"11678","D2_6HCD3CD28_03_Cell_CP_114_TNF","D2","6","TNF",3,2,5,0,0,0
"11679","D2_6HCD3CD28_03_Cell_CP_115_IFN","D2","6","IFN",2,0,2,0,0,0
"11681","D2_6HCD3CD28_03_Cell_CP_116_IFN","D2","6","IFN",2,6,8,0,0,0
"11682","D2_6HCD3CD28_03_Cell_CP_116_TNF","D2","6","TNF",1,1,2,0,0,0
"11683","D2_6HCD3CD28_03_Cell_CP_117_IFN","D2","6","IFN",2,2,4,0,0,0
"11685","D2_6HCD3CD28_03_Cell_CP_118_IFN","D2","6","IFN",2,1,3,0,0,0
"11687","D2_6HCD3CD28_03_Cell_CP_12_IFN","D2","6","IFN",1,0,1,0,0,0
"11689","D2_6HCD3CD28_03_Cell_CP_120_IFN","D2","6","IFN",2,1,3,0,0,0
"11691","D2_6HCD3CD28_03_Cell_CP_121_IFN","D2","6","IFN",11,13,24,0,0,0
"11693","D2_6HCD3CD28_03_Cell_CP_122_IFN","D2","6","IFN",13,12,25,0,0,0
"11695","D2_6HCD3CD28_03_Cell_CP_123_IFN","D2","6","IFN",4,3,7,0,0,0
"11697","D2_6HCD3CD28_03_Cell_CP_125_IFN","D2","6","IFN",4,2,6,0,0,0
"11698","D2_6HCD3CD28_03_Cell_CP_125_TNF","D2","6","TNF",0,1,1,0,0,0
"11700","D2_6HCD3CD28_03_Cell_CP_126_TNF","D2","6","TNF",4,0,4,0,0,0
"11701","D2_6HCD3CD28_03_Cell_CP_127_IFN","D2","6","IFN",9,3,12,0,0,0
"11703","D2_6HCD3CD28_03_Cell_CP_128_IFN","D2","6","IFN",2,1,3,0,0,0
"11704","D2_6HCD3CD28_03_Cell_CP_128_TNF","D2","6","TNF",1,0,1,0,0,0
"11705","D2_6HCD3CD28_03_Cell_CP_129_IFN","D2","6","IFN",0,5,5,0,0,0
"11708","D2_6HCD3CD28_03_Cell_CP_13_TNF","D2","6","TNF",1,0,1,0,0,0
"11709","D2_6HCD3CD28_03_Cell_CP_130_IFN","D2","6","IFN",6,9,15,0,0,0
"11710","D2_6HCD3CD28_03_Cell_CP_130_TNF","D2","6","TNF",0,2,2,0,0,0
"11711","D2_6HCD3CD28_03_Cell_CP_131_IFN","D2","6","IFN",9,1,10,0,0,0
"11712","D2_6HCD3CD28_03_Cell_CP_131_TNF","D2","6","TNF",2,0,2,0,0,0
"11713","D2_6HCD3CD28_03_Cell_CP_132_IFN","D2","6","IFN",2,2,4,0,0,0
"11714","D2_6HCD3CD28_03_Cell_CP_132_TNF","D2","6","TNF",0,1,1,0,0,0
"11715","D2_6HCD3CD28_03_Cell_CP_133_IFN","D2","6","IFN",0,2,2,0,0,0
"11716","D2_6HCD3CD28_03_Cell_CP_133_TNF","D2","6","TNF",1,1,2,0,0,0
"11717","D2_6HCD3CD28_03_Cell_CP_135_IFN","D2","6","IFN",1,2,3,0,0,0
"11718","D2_6HCD3CD28_03_Cell_CP_135_TNF","D2","6","TNF",2,1,3,0,0,0
"11719","D2_6HCD3CD28_03_Cell_CP_136_IFN","D2","6","IFN",3,1,4,0,0,0
"11720","D2_6HCD3CD28_03_Cell_CP_136_TNF","D2","6","TNF",5,10,15,0,0,0
"11721","D2_6HCD3CD28_03_Cell_CP_137_IFN","D2","6","IFN",2,0,2,0,0,0
"11723","D2_6HCD3CD28_03_Cell_CP_138_IFN","D2","6","IFN",8,2,10,0,0,0
"11724","D2_6HCD3CD28_03_Cell_CP_138_TNF","D2","6","TNF",1,1,2,0,0,0
