"","ID","donor","timepoint","cytokine","N_mature_nucleus","N_mature_cytoplasm","N_mature_total","N_nascent_Ts_1","N_nascent_Ts_2","N_nascent_total"
"15022","D3_2HCD3CD28_03_Cell_CP_14_TNF","D3","2","TNF",24,5,29,0,0,0
"15023","D3_2HCD3CD28_03_Cell_CP_15_IFN","D3","2","IFN",3,0,3,0,0,0
"15024","D3_2HCD3CD28_03_Cell_CP_15_TNF","D3","2","TNF",18,21,39,0,0,0
"15025","D3_2HCD3CD28_03_Cell_CP_17_IFN","D3","2","IFN",4,2,6,0,0,0
"15028","D3_2HCD3CD28_03_Cell_CP_19_TNF","D3","2","TNF",1,0,1,0,0,0
"15031","D3_2HCD3CD28_03_Cell_CP_21_IFN","D3","2","IFN",3,0,3,0,0,0
"15032","D3_2HCD3CD28_03_Cell_CP_21_TNF","D3","2","TNF",1,0,1,0,0,0
"15033","D3_2HCD3CD28_03_Cell_CP_22_IFN","D3","2","IFN",1,0,1,0,0,0
"15035","D3_2HCD3CD28_03_Cell_CP_23_IFN","D3","2","IFN",2,1,3,0,0,0
"15038","D3_2HCD3CD28_03_Cell_CP_24_TNF","D3","2","TNF",3,0,3,0,0,0
"15039","D3_2HCD3CD28_03_Cell_CP_26_IFN","D3","2","IFN",1,0,1,0,0,0
"15040","D3_2HCD3CD28_03_Cell_CP_26_TNF","D3","2","TNF",2,0,2,0,0,0
"15044","D3_2HCD3CD28_03_Cell_CP_28_TNF","D3","2","TNF",2,0,2,0,0,0
"15045","D3_2HCD3CD28_03_Cell_CP_29_IFN","D3","2","IFN",1,0,1,0,0,0
"15048","D3_2HCD3CD28_03_Cell_CP_3_TNF","D3","2","TNF",8,0,8,0,0,0
"15049","D3_2HCD3CD28_03_Cell_CP_30_IFN","D3","2","IFN",1,5,6,0,0,0
"15050","D3_2HCD3CD28_03_Cell_CP_30_TNF","D3","2","TNF",11,1,12,0,0,0
"15051","D3_2HCD3CD28_03_Cell_CP_31_IFN","D3","2","IFN",6,3,9,0,0,0
"15052","D3_2HCD3CD28_03_Cell_CP_31_TNF","D3","2","TNF",11,5,16,0,0,0
"15053","D3_2HCD3CD28_03_Cell_CP_32_IFN","D3","2","IFN",0,1,1,0,0,0
"15054","D3_2HCD3CD28_03_Cell_CP_32_TNF","D3","2","TNF",1,0,1,0,0,0
"15055","D3_2HCD3CD28_03_Cell_CP_33_IFN","D3","2","IFN",1,0,1,0,0,0
"15056","D3_2HCD3CD28_03_Cell_CP_33_TNF","D3","2","TNF",4,2,6,0,0,0
"15057","D3_2HCD3CD28_03_Cell_CP_35_IFN","D3","2","IFN",17,12,29,0,0,0
"15058","D3_2HCD3CD28_03_Cell_CP_35_TNF","D3","2","TNF",19,3,22,0,0,0
"15060","D3_2HCD3CD28_03_Cell_CP_36_TNF","D3","2","TNF",1,0,1,0,0,0
"15061","D3_2HCD3CD28_03_Cell_CP_37_IFN","D3","2","IFN",1,2,3,0,0,0
"15062","D3_2HCD3CD28_03_Cell_CP_37_TNF","D3","2","TNF",1,0,1,0,0,0
"15063","D3_2HCD3CD28_03_Cell_CP_39_IFN","D3","2","IFN",11,0,11,0,0,0
"15064","D3_2HCD3CD28_03_Cell_CP_39_TNF","D3","2","TNF",1,0,1,0,0,0
"15068","D3_2HCD3CD28_03_Cell_CP_40_TNF","D3","2","TNF",1,1,2,0,0,0
"15070","D3_2HCD3CD28_03_Cell_CP_41_TNF","D3","2","TNF",1,0,1,0,0,0
"15071","D3_2HCD3CD28_03_Cell_CP_43_IFN","D3","2","IFN",2,0,2,0,0,0
"15073","D3_2HCD3CD28_03_Cell_CP_44_IFN","D3","2","IFN",2,2,4,0,0,0
"15076","D3_2HCD3CD28_03_Cell_CP_45_TNF","D3","2","TNF",6,4,10,0,0,0
"15077","D3_2HCD3CD28_03_Cell_CP_46_IFN","D3","2","IFN",0,1,1,0,0,0
"15078","D3_2HCD3CD28_03_Cell_CP_46_TNF","D3","2","TNF",9,2,11,0,0,0
"15082","D3_2HCD3CD28_03_Cell_CP_5_TNF","D3","2","TNF",1,0,1,0,0,0
"15084","D3_2HCD3CD28_03_Cell_CP_6_TNF","D3","2","TNF",1,0,1,0,0,0
"15085","D3_2HCD3CD28_03_Cell_CP_7_IFN","D3","2","IFN",1,0,1,0,0,0
"15091","D3_2HCD3CD28_04_Cell_CP_11_IFN","D3","2","IFN",1,0,1,0,0,0
"15093","D3_2HCD3CD28_04_Cell_CP_12_IFN","D3","2","IFN",0,1,1,0,0,0
"15096","D3_2HCD3CD28_04_Cell_CP_13_TNF","D3","2","TNF",1,0,1,0,0,0
"15097","D3_2HCD3CD28_04_Cell_CP_14_IFN","D3","2","IFN",1,0,1,0,0,0
"15101","D3_2HCD3CD28_04_Cell_CP_16_IFN","D3","2","IFN",1,1,2,0,0,0
"15102","D3_2HCD3CD28_04_Cell_CP_16_TNF","D3","2","TNF",2,0,2,0,0,0
"15103","D3_2HCD3CD28_04_Cell_CP_18_IFN","D3","2","IFN",0,2,2,0,0,0
"15104","D3_2HCD3CD28_04_Cell_CP_18_TNF","D3","2","TNF",1,1,2,0,0,0
"15107","D3_2HCD3CD28_04_Cell_CP_20_IFN","D3","2","IFN",1,0,1,0,0,0
"15111","D3_2HCD3CD28_04_Cell_CP_22_IFN","D3","2","IFN",1,1,2,0,0,0
"15112","D3_2HCD3CD28_04_Cell_CP_22_TNF","D3","2","TNF",8,1,9,0,0,0
"15116","D3_2HCD3CD28_04_Cell_CP_24_TNF","D3","2","TNF",1,0,1,0,0,0
"15119","D3_2HCD3CD28_04_Cell_CP_26_IFN","D3","2","IFN",0,2,2,0,0,0
"15123","D3_2HCD3CD28_04_Cell_CP_28_IFN","D3","2","IFN",2,0,2,0,0,0
"15124","D3_2HCD3CD28_04_Cell_CP_28_TNF","D3","2","TNF",2,0,2,0,0,0
"15127","D3_2HCD3CD28_04_Cell_CP_30_IFN","D3","2","IFN",1,1,2,0,0,0
"15128","D3_2HCD3CD28_04_Cell_CP_30_TNF","D3","2","TNF",0,2,2,0,0,0
"15133","D3_2HCD3CD28_04_Cell_CP_35_IFN","D3","2","IFN",1,0,1,0,0,0
"15135","D3_2HCD3CD28_04_Cell_CP_36_IFN","D3","2","IFN",1,0,1,0,0,0
"15136","D3_2HCD3CD28_04_Cell_CP_36_TNF","D3","2","TNF",2,1,3,0,0,0
"15138","D3_2HCD3CD28_04_Cell_CP_37_TNF","D3","2","TNF",1,1,2,0,0,0
"15139","D3_2HCD3CD28_04_Cell_CP_38_IFN","D3","2","IFN",1,0,1,0,0,0
"15140","D3_2HCD3CD28_04_Cell_CP_38_TNF","D3","2","TNF",1,0,1,0,0,0
"15141","D3_2HCD3CD28_04_Cell_CP_39_IFN","D3","2","IFN",2,0,2,0,0,0
"15142","D3_2HCD3CD28_04_Cell_CP_39_TNF","D3","2","TNF",2,0,2,0,0,0
"15143","D3_2HCD3CD28_04_Cell_CP_4_IFN","D3","2","IFN",1,0,1,0,0,0
"15145","D3_2HCD3CD28_04_Cell_CP_40_IFN","D3","2","IFN",0,1,1,0,0,0
"15148","D3_2HCD3CD28_04_Cell_CP_41_TNF","D3","2","TNF",1,0,1,0,0,0
"15153","D3_2HCD3CD28_04_Cell_CP_45_IFN","D3","2","IFN",2,1,3,0,0,0
"15154","D3_2HCD3CD28_04_Cell_CP_45_TNF","D3","2","TNF",0,1,1,0,0,0
"15155","D3_2HCD3CD28_04_Cell_CP_46_IFN","D3","2","IFN",2,0,2,0,0,0
"15157","D3_2HCD3CD28_04_Cell_CP_47_IFN","D3","2","IFN",1,0,1,0,0,0
"15158","D3_2HCD3CD28_04_Cell_CP_47_TNF","D3","2","TNF",1,0,1,0,0,0
"15160","D3_2HCD3CD28_04_Cell_CP_48_TNF","D3","2","TNF",6,2,8,0,0,0
"15161","D3_2HCD3CD28_04_Cell_CP_49_IFN","D3","2","IFN",0,1,1,0,0,0
